City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
382,Macklin,CA,2021-09-26 03:47:37,52.3334,-109.9348,59.34,59,100,4.38
383,Portland,US,2021-09-26 03:46:18,45.5234,-122.6762,73.26,64,20,1.01
384,Quelimane,MZ,2021-09-26 03:47:38,-17.8786,36.8883,69.49,89,0,1.92
385,Pevek,RU,2021-09-26 03:47:38,69.7008,170.3133,30.2,96,100,11.65
386,Isangel,VU,2021-09-26 03:47:38,-19.55,169.2667,78.91,61,75,5.75
387,Manoel Urbano,BR,2021-09-26 03:47:39,-8.8389,-69.2597,75.54,72,34,3.18
388,Tonantins,BR,2021-09-26 03:47:39,-2.8731,-67.8022,72.66,97,84,2.44
389,Pataias,PT,2021-09-26 03:47:40,39.6698,-8.9958,61.39,96,99,5.17
390,Itapirapua,BR,2021-09-26 03:47:40,-15.8233,-50.6133,82.71,40,66,3.62
391,Carauari,BR,2021-09-26 03:47:41,-4.8828,-66.8958,71.26,96,67,1.74
392,Puerto Madero,MX,2021-09-26 03:47:41,14.7208,-92.4215,81.14,79,100,3.49
393,Waddan,LY,2021-09-26 03:47:41,29.1614,16.139,66.22,64,0,3.96
394,Alexandria,EG,2021-09-26 03:44:26,31.2156,29.9553,66.74,64,0,5.59
395,Deputatskiy,RU,2021-09-26 03:47:42,69.3,139.9,30.2,85,100,20.6
396,Svetlyy,RU,2021-09-26 03:47:42,54.675,20.1347,46.45,88,24,2.84
397,Verkhoyansk,RU,2021-09-26 03:47:43,67.5447,133.385,41.52,64,93,5.41
398,Bambanglipuro,ID,2021-09-26 03:47:43,-7.95,110.2833,83.79,70,83,14.7
399,Ekhabi,RU,2021-09-26 03:47:44,53.5102,142.9671,58.78,64,99,14.09
400,Otukpo,NG,2021-09-26 03:47:44,7.1913,8.1329,70.65,96,99,2.48
401,Snasa,NO,2021-09-26 03:47:44,64.2457,12.3778,46.51,91,100,3.42
402,Charlestown,AU,2021-09-26 03:44:51,-32.95,151.6667,63.01,71,98,5.99
403,Kharp,RU,2021-09-26 03:47:45,66.8014,65.8081,32.52,82,75,5.82
404,Topalu,RO,2021-09-26 03:47:45,44.55,28.05,55.89,79,0,3.15
405,Rocky Mountain House,CA,2021-09-26 03:47:46,52.3668,-114.9188,49.84,71,44,3.44
406,Cabo San Lucas,MX,2021-09-26 03:47:46,22.8909,-109.9124,84.51,75,15,8.68
407,Guanambi,BR,2021-09-26 03:46:09,-14.2233,-42.7814,69.06,66,1,13.09
408,La Ronge,CA,2021-09-26 03:47:47,55.1001,-105.2842,53.85,71,20,3.44
409,Charcas,MX,2021-09-26 03:47:47,23.1333,-101.1167,60.15,84,24,10.29
410,Southbridge,US,2021-09-26 03:47:47,42.0751,-72.0334,65.26,96,47,2.42
411,Torbay,CA,2021-09-26 03:47:48,47.6666,-52.7314,47.26,88,75,13.8
412,Paamiut,GL,2021-09-26 03:47:48,61.994,-49.6678,34.14,68,0,12.1
413,Balikpapan,ID,2021-09-26 03:47:48,-1.2675,116.8289,83.39,74,20,5.75
414,Pyu,MM,2021-09-26 03:47:49,18.4833,96.4333,83.73,77,94,7.14
415,Margate,GB,2021-09-26 03:47:49,51.3813,1.3862,62.96,92,100,9.95
416,Stillwater,US,2021-09-26 03:44:07,36.1156,-97.0584,75.88,47,1,1.01
417,Hailar,CN,2021-09-26 03:47:50,49.2,119.7,66.6,66,99,22.41
418,Haines Junction,CA,2021-09-26 03:47:50,60.7522,-137.5108,39.15,60,100,6.91
419,Tabory,RU,2021-09-26 03:47:50,58.5198,64.5495,35.83,71,84,10.63
420,Guerrero Negro,MX,2021-09-26 03:47:51,27.9769,-114.0611,70.79,75,87,15.17
421,Brainerd,US,2021-09-26 03:47:25,46.358,-94.2008,57.22,44,1,11.5
422,Sangar,RU,2021-09-26 03:47:52,63.9242,127.4739,41.43,74,92,1.03
423,Abha,SA,2021-09-26 03:47:52,18.2164,42.5053,57.45,25,0,0.0
424,Dudinka,RU,2021-09-26 03:47:52,69.4058,86.1778,36.99,58,26,6.51
425,Mumford,GH,2021-09-26 03:47:53,5.2618,-0.759,75.54,90,100,7.9
426,Prince Rupert,CA,2021-09-26 03:44:19,54.3161,-130.3201,51.49,85,90,2.3
427,Tres Arroyos,AR,2021-09-26 03:47:53,-38.3739,-60.2798,56.16,72,45,13.62
428,Ilorin,NG,2021-09-26 03:47:54,8.5,4.55,73.53,87,100,3.29
429,Ullapool,GB,2021-09-26 03:47:54,57.8987,-5.1604,62.35,92,89,6.64
430,Boende,CD,2021-09-26 03:47:55,-0.2167,20.8667,68.56,99,69,0.45
431,Ahipara,NZ,2021-09-26 03:47:55,-35.1667,173.1667,58.44,86,100,9.98
432,Bandarbeyla,SO,2021-09-26 03:47:55,9.4942,50.8122,80.28,69,4,22.97
433,Hami,CN,2021-09-26 03:47:56,42.8,93.45,65.1,17,0,5.86
434,Hirara,JP,2021-09-26 03:47:56,24.8,125.2833,88.07,79,20,12.66
435,Lavrentiya,RU,2021-09-26 03:47:56,65.5833,-171.0,32.74,81,100,2.75
436,Urrao,CO,2021-09-26 03:47:57,6.3152,-76.1342,58.44,96,76,0.69
437,Mayumba,GA,2021-09-26 03:47:57,-3.432,10.6554,75.58,86,100,5.57
438,Mirabad,AF,2021-09-26 03:47:58,30.4362,61.8383,85.03,10,0,7.45
439,Salta,AR,2021-09-26 03:47:58,-24.7859,-65.4117,61.09,59,0,1.99
440,Stromness,GB,2021-09-26 03:47:58,58.965,-3.296,59.25,91,15,11.99
441,Mabaruma,GY,2021-09-26 03:47:59,8.2,-59.7833,76.53,87,61,2.19
442,Kismayo,SO,2021-09-26 03:47:59,-0.3582,42.5454,77.86,77,56,15.57
443,Sturgis,US,2021-09-26 03:45:13,41.7992,-85.4192,57.0,50,90,0.0
444,Lodja,CD,2021-09-26 03:48:00,-3.4833,23.4333,68.31,95,97,2.17
445,Denholm,CA,2021-09-26 03:48:00,52.6501,-108.018,53.73,60,92,5.32
446,Vanimo,PG,2021-09-26 03:48:00,-2.6741,141.3028,86.95,62,68,7.74
447,Kevsala,RU,2021-09-26 03:48:01,45.7983,42.6903,53.26,77,83,15.08
448,Celestun,MX,2021-09-26 03:48:01,20.8667,-90.4,79.88,82,55,9.75
449,Sioux Lookout,CA,2021-09-26 03:43:06,50.1001,-91.917,53.67,71,90,4.61
450,Victor Harbor,AU,2021-09-26 03:48:02,-35.5667,138.6167,65.71,59,0,9.8
451,Baie-Comeau,CA,2021-09-26 03:48:02,49.2168,-68.1489,57.2,100,90,5.75
452,Ardesen,TR,2021-09-26 03:48:02,41.1911,40.9875,53.56,68,84,6.67
453,Ibra,OM,2021-09-26 03:48:03,22.6906,58.5334,85.15,43,98,1.28
454,Kericho,KE,2021-09-26 03:48:03,-0.3677,35.2831,53.64,93,66,3.11
455,Labuan,MY,2021-09-26 03:48:04,5.2767,115.2417,86.36,70,20,1.99
456,Cedar City,US,2021-09-26 03:48:04,37.6775,-113.0619,67.39,32,1,3.44
457,Porto Nacional,BR,2021-09-26 03:48:04,-10.7081,-48.4172,75.2,77,100,3.98
458,Richards Bay,ZA,2021-09-26 03:48:05,-28.783,32.0377,66.29,79,11,6.69
459,Evensk,RU,2021-09-26 03:48:05,61.95,159.2333,45.68,81,100,5.01
460,Timra,SE,2021-09-26 03:48:05,62.487,17.3257,39.67,93,40,3.44
461,Bucerias,MX,2021-09-26 03:46:03,20.75,-105.3333,79.99,94,92,2.98
462,Hamilton,US,2021-09-26 03:45:48,39.1834,-84.5333,56.66,83,1,0.0
463,Port Hardy,CA,2021-09-26 03:45:12,50.6996,-127.4199,53.78,100,90,4.61
464,Boguchany,RU,2021-09-26 03:48:06,58.3814,97.4531,43.65,56,98,5.55
465,Karlstad,SE,2021-09-26 03:48:07,59.3793,13.5036,37.96,100,28,2.3
466,Newala,TZ,2021-09-26 03:48:07,-10.9431,39.2787,64.83,86,76,5.08
467,Aksarka,RU,2021-09-26 03:48:07,66.5606,67.7975,35.56,71,50,9.75
468,Yaan,NG,2021-09-26 03:48:08,7.3833,8.5667,70.47,97,99,3.36
469,Peniche,PT,2021-09-26 03:48:08,39.3558,-9.3811,64.62,92,96,5.93
470,Beloha,MG,2021-09-26 03:48:09,-25.1667,45.05,69.42,64,0,7.29
471,Aasiaat,GL,2021-09-26 03:48:09,68.7098,-52.8699,9.52,83,12,7.7
472,Sabla,NG,2021-09-26 03:48:09,12.7525,4.7077,77.31,75,13,7.31
473,Zhigansk,RU,2021-09-26 03:48:10,66.7697,123.3711,39.07,63,32,16.15
474,Acapulco,MX,2021-09-26 03:48:05,16.8634,-99.8901,80.31,83,98,2.95
475,Banda Aceh,ID,2021-09-26 03:44:22,5.5577,95.3222,84.67,68,100,14.25
476,Nuuk,GL,2021-09-26 03:48:11,64.1835,-51.7216,29.01,69,3,8.05
477,San Miguel,SV,2021-09-26 03:48:11,13.4833,-88.1833,74.19,96,100,2.64
478,Barra Do Garcas,BR,2021-09-26 03:48:11,-15.89,-52.2567,79.56,40,23,2.89
479,Kiunga,PG,2021-09-26 03:48:12,-6.1219,141.2906,89.78,58,83,3.18
480,Kyzyl-Suu,KG,2021-09-26 03:48:13,42.3414,78.0056,61.81,26,0,3.6
481,Ginir,ET,2021-09-26 03:48:13,7.1333,40.7,59.68,68,58,0.87
482,Kibre Mengist,ET,2021-09-26 03:48:13,5.8833,38.9833,58.39,85,99,2.37
483,Kotelnich,RU,2021-09-26 03:48:14,58.3089,48.348,42.93,97,100,3.38
484,Ngunguru,NZ,2021-09-26 03:48:14,-35.6167,174.5,58.53,87,100,7.56
485,Varadero,CU,2021-09-26 03:48:15,23.1536,-81.2514,75.96,77,79,6.93
486,Dourados,BR,2021-09-26 03:45:26,-22.2211,-54.8056,75.52,44,0,5.26
487,Moramanga,MG,2021-09-26 03:48:15,-18.9333,48.2,59.38,93,100,4.45
488,Portoferraio,IT,2021-09-26 03:48:16,42.8115,10.3146,73.17,85,41,17.98
489,Ust-Kulom,RU,2021-09-26 03:48:16,61.6864,53.6902,42.89,93,100,10.54
490,Honningsvag,NO,2021-09-26 03:48:16,70.9821,25.9704,46.06,84,49,17.76
491,Kerrobert,CA,2021-09-26 03:48:17,51.9168,-109.1348,59.2,56,87,7.09
492,Bonavista,CA,2021-09-26 03:48:17,48.6499,-53.1147,48.11,83,97,16.91
493,Skoghall,SE,2021-09-26 03:48:17,59.3232,13.4655,37.96,100,30,2.3
494,Simpang,ID,2021-09-26 03:48:18,-1.2667,104.0833,87.08,68,99,3.76
495,Boden,SE,2021-09-26 03:48:18,65.8252,21.6886,33.8,93,96,2.01
496,Keizer,US,2021-09-26 03:47:01,44.9901,-123.0262,72.03,69,1,4.0
497,Gold Coast,AU,2021-09-26 03:48:19,-28.0,153.4333,76.28,67,75,5.99
498,Coos Bay,US,2021-09-26 03:48:19,43.3665,-124.2179,58.32,94,90,6.91
499,Bacolod,PH,2021-09-26 03:48:19,10.6667,122.95,85.08,73,55,3.09
500,Maneromango,TZ,2021-09-26 03:48:20,-7.1988,38.7848,70.61,72,96,3.98
501,Chicama,PE,2021-09-26 03:48:20,-7.8447,-79.1469,59.54,86,91,5.73
502,Mogadishu,SO,2021-09-26 03:44:01,2.0371,45.3438,78.39,81,54,18.77
503,Ternate,ID,2021-09-26 03:48:21,0.8,127.4,84.72,70,95,7.43
504,Puerto Escondido,MX,2021-09-26 03:48:21,15.85,-97.0667,77.95,89,100,6.44
505,Phangnga,TH,2021-09-26 03:48:22,8.4509,98.5298,78.84,95,100,3.65
506,Honiara,SB,2021-09-26 03:48:22,-9.4333,159.95,84.15,76,73,3.27
507,Ust-Tsilma,RU,2021-09-26 03:48:22,65.441,52.1498,42.26,91,100,10.2
508,Asau,RO,2021-09-26 03:48:23,46.4333,26.4,50.95,87,0,5.17
509,Trinidad,BO,2021-09-26 03:48:23,-14.8333,-64.9,82.02,38,5,2.71
510,Vanderhoof,CA,2021-09-26 03:48:24,54.0166,-124.0198,48.94,95,100,1.7
511,Banihal,IN,2021-09-26 03:48:24,33.4167,75.2,71.02,64,1,2.53
512,Townsville,AU,2021-09-26 03:47:31,-19.25,146.8,77.88,61,26,11.5
513,Bouna,CI,2021-09-26 03:48:25,9.2667,-3.0,70.83,95,88,4.25
514,Inskoy,RU,2021-09-26 03:48:25,54.4297,86.44,35.19,100,100,7.61
515,Talnakh,RU,2021-09-26 03:48:25,69.4865,88.3972,36.66,53,94,2.3
516,Porbandar,IN,2021-09-26 03:48:26,21.6422,69.6093,84.18,79,40,5.75
517,West Plains,US,2021-09-26 03:48:09,36.7281,-91.8524,60.48,73,1,1.99
518,Marsh Harbour,BS,2021-09-26 03:48:27,26.5412,-77.0636,82.11,71,81,7.94
519,Sorland,NO,2021-09-26 03:48:27,67.667,12.6934,47.86,85,100,24.58
520,Karatau,KZ,2021-09-26 03:48:28,43.1667,70.4667,72.1,14,1,5.64
521,Supe,PE,2021-09-26 03:48:28,-10.8,-77.7333,62.17,88,80,7.76
522,Kayerkan,RU,2021-09-26 03:48:29,69.3497,87.7602,36.46,54,77,2.98
523,Olinda,BR,2021-09-26 03:48:29,-8.0089,-34.8553,76.73,73,75,10.36
524,Verkhnetulomskiy,RU,2021-09-26 03:48:29,68.6073,31.7962,33.93,94,71,1.72
525,Saravan,AM,2021-09-26 03:48:30,39.7196,45.6483,41.65,56,2,2.57
526,Mackay,AU,2021-09-26 03:48:30,-21.15,149.2,83.68,57,0,12.66
527,Kembolcha,ET,2021-09-26 03:48:31,11.0816,39.7434,61.63,74,94,4.65
528,Nara,JP,2021-09-26 03:48:31,34.6851,135.8049,74.48,64,100,7.34
529,Ansermanuevo,CO,2021-09-26 03:48:31,4.7972,-75.995,74.17,96,91,2.1
530,Mosquera,CO,2021-09-26 03:48:32,4.7059,-74.2302,55.49,67,40,11.5
531,Verkhniy Landekh,RU,2021-09-26 03:48:32,56.8389,42.5994,46.51,95,100,7.34
532,Tommot,RU,2021-09-26 03:48:33,58.9564,126.2925,49.06,51,98,10.4
533,Lasa,IT,2021-09-26 03:48:33,46.6166,10.7002,61.68,92,54,2.71
534,Vilhena,BR,2021-09-26 03:48:33,-12.7406,-60.1458,74.75,64,15,3.76
535,Yar-Sale,RU,2021-09-26 03:48:34,66.8333,70.8333,37.15,69,5,9.15
536,Mitchell,US,2021-09-26 03:48:34,43.7094,-98.0298,60.78,59,1,0.0
537,Akcakoca,TR,2021-09-26 03:48:35,41.0866,31.1162,58.46,76,0,3.91
538,Barranca,PE,2021-09-26 03:48:35,-10.75,-77.7667,61.56,88,84,7.34
539,Caravelas,BR,2021-09-26 03:48:35,-17.7125,-39.2481,69.44,77,85,6.24
540,Barbastro,ES,2021-09-26 03:48:36,42.0356,0.1269,61.34,73,49,1.45
541,Yarensk,RU,2021-09-26 03:48:36,62.1675,49.0916,44.76,97,100,5.21
542,Nyrob,RU,2021-09-26 03:48:36,60.733,56.7202,43.57,79,100,10.16
543,Sorong,ID,2021-09-26 03:48:37,-0.8833,131.25,82.62,76,73,3.65
544,Ferme-Neuve,CA,2021-09-26 03:48:37,46.7001,-75.4493,56.98,88,100,5.37
545,Leh,IN,2021-09-26 03:48:38,34.1667,77.5833,55.74,32,14,2.24
546,Banjar,ID,2021-09-26 03:48:38,-8.19,114.9675,84.06,63,58,3.42
547,Paita,PE,2021-09-26 03:48:39,-5.0892,-81.1144,64.67,86,90,13.0
548,Krasnoselkup,RU,2021-09-26 03:48:39,65.7,82.4667,38.19,60,11,11.41
549,Marawi,PH,2021-09-26 03:48:39,7.9986,124.2928,76.64,54,78,2.8
550,Gazojak,TM,2021-09-26 03:48:40,41.1875,61.4036,73.18,31,0,13.53
551,Luoyang,CN,2021-09-26 03:48:40,34.6836,112.4536,65.41,91,100,3.83
552,Primo Tapia,MX,2021-09-26 03:48:40,32.22,-116.9172,69.87,83,67,6.49
553,Verkhnevilyuysk,RU,2021-09-26 03:48:41,63.4453,120.3167,42.35,51,96,7.4
554,Dandong,CN,2021-09-26 03:48:41,40.1292,124.3947,75.07,62,38,1.95
555,Kawalu,ID,2021-09-26 03:48:41,-7.3817,108.2082,83.37,68,81,5.41
556,Obilnoye,RU,2021-09-26 03:48:42,44.2457,43.5613,42.19,72,4,7.67
557,Taitung,TW,2021-09-26 03:48:42,22.7583,121.1444,89.87,62,20,6.91
558,Kapuskasing,CA,2021-09-26 03:48:43,49.4169,-82.4331,46.4,93,40,4.61
559,Angoche,MZ,2021-09-26 03:48:43,-16.2325,39.9086,74.59,84,15,4.14
560,Leningradskiy,RU,2021-09-26 03:48:44,69.3833,178.4167,30.02,81,100,7.05
561,Chara,RU,2021-09-26 03:48:44,56.9064,118.2631,41.99,97,100,2.21
562,Wattegama,LK,2021-09-26 03:48:44,6.7989,81.4808,83.32,53,97,7.18
563,Palora,EC,2021-09-26 03:48:45,-1.7,-77.9333,63.54,87,100,2.98
564,Port Hedland,AU,2021-09-26 03:48:45,-20.3167,118.5667,87.85,35,0,14.97
565,Loei,TH,2021-09-26 03:48:46,17.4167,101.5,69.17,99,100,4.79
566,Machico,PT,2021-09-26 03:48:46,32.7,-16.7667,70.88,79,40,5.75
567,Moerai,PF,2021-09-26 03:48:46,-22.4333,-151.3333,75.29,74,68,14.76
568,Takoradi,GH,2021-09-26 03:48:47,4.8845,-1.7554,75.63,90,100,4.52
569,Santa Vitoria Do Palmar,BR,2021-09-26 03:48:47,-33.5189,-53.3681,56.59,97,45,1.1
570,Yakymivka,UA,2021-09-26 03:48:48,46.6897,35.1536,57.07,63,85,11.88
571,Fortuna,US,2021-09-26 03:48:48,40.5982,-124.1573,58.19,64,90,4.0
572,Saurimo,AO,2021-09-26 03:48:49,-9.6608,20.3916,63.59,56,43,2.01
573,Vostok,RU,2021-09-26 03:48:49,46.4856,135.8833,62.33,53,68,2.15
